Area_Name,Year,Group_Name,K_A_Cases_Reported,K_A_Female_10_15_Years,K_A_Female_15_18_Years,K_A_Female_18_30_Years,K_A_Female_30_50_Years,K_A_Female_Above_50_Years,K_A_Female_Total,K_A_Female_Upto_10_Years,K_A_Grand_Total,K_A_Male_10_15_Years,K_A_Male_15_18_Years,K_A_Male_18_30_Years,K_A_Male_30_50_Years,K_A_Male_Above_50_Years,K_A_Male_Total,K_A_Male_Upto_10_Years
Maharashtra,2009,Kidnap - For Illicit Intercourse,31,7,9,11,3,0,33,3,34,0,0,0,0,0,1,1
Manipur,2009,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Illicit Intercourse,10,0,3,7,0,0,10,0,10,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Illicit Intercourse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Illicit Intercourse,49,1,0,45,3,0,49,0,49,0,0,0,0,0,0,0
Punjab,2009,Kidnap - For Illicit Intercourse,33,6,11,15,0,0,33,1,33,0,0,0,0,0,0,0
Rajasthan,2009,Kidnap - For Illicit Intercourse,18,0,9,9,0,0,18,0,18,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Illicit Intercourse,27,1,6,15,3,0,25,0,30,0,0,4,0,1,5,0
Uttar Pradesh,2009,Kidnap - For Illicit Intercourse,1321,124,327,675,189,0,1319,4,1321,2,0,0,0,0,2,0
Uttarakhand,2009,Kidnap - For Illicit Intercourse,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Illicit Intercourse,250,11,9,194,36,0,250,0,250,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Marriage,722,13,318,361,1,0,693,0,722,1,0,19,9,0,29,0
Arunachal Pradesh,2009,Kidnap - For Marriage,19,1,0,18,0,0,19,0,19,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Marriage,1595,0,0,845,750,0,1595,0,1595,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Marriage,1863,84,322,1335,58,0,1799,0,1863,0,34,30,0,0,64,0
Chandigarh,2009,Kidnap - For Marriage,18,5,10,3,0,0,18,0,18,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Marriage,58,9,8,19,0,0,58,22,58,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2009,Kidnap - For Marriage,9,4,3,2,0,0,9,0,9,0,0,0,0,0,0,0
Delhi,2009,Kidnap - For Marriage,221,30,143,42,4,0,219,0,223,0,0,2,2,0,4,0
Goa,2009,Kidnap - For Marriage,7,2,3,2,0,0,7,0,7,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Marriage,772,104,195,397,51,0,751,4,782,0,0,18,13,0,31,0
Haryana,2009,Kidnap - For Marriage,513,22,83,354,25,28,513,1,513,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Marriage,113,23,51,30,3,0,107,0,116,0,1,6,2,0,9,0
Jammu & Kashmir,2009,Kidnap - For Marriage,456,0,92,340,39,0,471,0,477,0,0,6,0,0,6,0
Jharkhand,2009,Kidnap - For Marriage,364,0,21,226,116,0,363,0,364,0,0,1,0,0,1,0
Karnataka,2009,Kidnap - For Marriage,109,5,0,99,1,0,108,3,112,0,0,3,1,0,4,0
Kerala,2009,Kidnap - For Marriage,106,3,50,53,1,0,107,0,107,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Marriage,569,74,180,301,11,1,570,3,570,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Marriage,666,60,346,244,32,0,682,0,684,0,1,0,0,0,2,1
Manipur,2009,Kidnap - For Marriage,71,3,35,31,2,0,71,0,71,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Marriage,11,1,3,6,1,0,11,0,11,0,0,0,0,0,0,0
Mizoram,2009,Kidnap - For Marriage,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Marriage,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Marriage,444,3,9,413,9,3,437,0,444,0,0,2,5,0,7,0
Puducherry,2009,Kidnap - For Marriage,9,1,7,1,0,0,9,0,9,0,0,0,0,0,0,0
Punjab,2009,Kidnap - For Marriage,437,67,216,144,12,0,447,8,447,0,0,0,0,0,0,0
Rajasthan,2009,Kidnap - For Marriage,1333,58,282,810,177,3,1336,6,1336,0,0,0,0,0,0,0
Sikkim,2009,Kidnap - For Marriage,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Marriage,846,30,160,587,51,0,828,0,854,0,0,22,4,0,26,0
Tripura,2009,Kidnap - For Marriage,92,0,14,71,7,0,92,0,92,0,0,0,0,0,0,0
Uttar Pradesh,2009,Kidnap - For Marriage,3711,51,813,2410,437,0,3711,0,3711,0,0,0,0,0,0,0
Uttarakhand,2009,Kidnap - For Marriage,160,0,8,152,0,0,160,0,160,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Marriage,927,26,38,815,47,0,927,1,927,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Prostitution,75,1,6,54,1,0,62,0,75,0,0,7,6,0,13,0
Arunachal Pradesh,2009,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Prostitution,95,0,0,78,17,0,95,0,95,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Prostitution,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Chandigarh,2009,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Prostitution,17,0,16,1,0,0,17,0,17,0,0,0,0,0,0,0
Delhi,2009,Kidnap - For Prostitution,11,0,11,0,0,0,11,0,11,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Prostitution,30,8,5,17,0,0,30,0,30,0,0,0,0,0,0,0
Haryana,2009,Kidnap - For Prostitution,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Prostitution,1,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0
Jharkhand,2009,Kidnap - For Prostitution,17,0,0,15,0,0,15,0,17,0,0,2,0,0,2,0
Karnataka,2009,Kidnap - For Prostitution,12,0,0,10,0,0,10,0,14,0,0,0,2,2,4,0
Madhya Pradesh,2009,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Prostitution,51,3,78,40,0,0,121,0,122,1,0,0,0,0,1,0
Manipur,2009,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Prostitution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Prostitution,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Prostitution,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0
West Bengal,2009,Kidnap - For Prostitution,200,10,16,135,45,0,209,3,209,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Ransom,60,8,5,29,2,0,47,3,60,1,0,3,6,1,13,2
Arunachal Pradesh,2009,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Assam,2009,Kidnap - For Ransom,60,0,0,37,5,0,42,0,60,0,0,7,11,0,18,0
Bihar,2009,Kidnap - For Ransom,80,0,0,1,0,0,1,0,80,14,9,44,2,0,79,10
Chandigarh,2009,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Chhattisgarh,2009,Kidnap - For Ransom,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
Delhi,2009,Kidnap - For Ransom,29,0,0,0,0,0,0,0,29,8,3,5,1,0,29,12
Goa,2009,Kidnap - For Ransom,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0
Gujarat,2009,Kidnap - For Ransom,21,0,0,3,0,0,3,0,23,1,0,11,5,0,20,3
Haryana,2009,Kidnap - For Ransom,8,0,0,0,0,0,0,0,8,2,0,5,0,0,8,1
Himachal Pradesh,2009,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Ransom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2009,Kidnap - For Ransom,46,0,0,0,2,0,2,0,46,0,0,23,17,1,44,3
Karnataka,2009,Kidnap - For Ransom,28,0,0,17,0,0,17,0,29,0,0,10,1,0,12,1
Kerala,2009,Kidnap - For Ransom,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0
Madhya Pradesh,2009,Kidnap - For Ransom,54,2,2,0,0,0,4,0,77,2,3,30,31,2,73,5
Maharashtra,2009,Kidnap - For Ransom,37,1,2,3,0,0,11,5,41,5,0,13,5,0,30,7
Manipur,2009,Kidnap - For Ransom,11,0,0,0,0,0,0,0,12,0,0,0,7,5,12,0
Meghalaya,2009,Kidnap - For Ransom,6,0,0,1,0,0,1,0,6,0,0,2,3,0,5,0
Mizoram,2009,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Nagaland,2009,Kidnap - For Ransom,16,0,0,0,0,0,0,0,16,0,0,9,7,0,16,0
Odisha,2009,Kidnap - For Ransom,5,0,0,0,0,0,0,0,5,0,0,2,2,0,5,1
Puducherry,2009,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Punjab,2009,Kidnap - For Ransom,6,1,1,0,0,0,2,0,6,0,0,1,0,0,4,3
Rajasthan,2009,Kidnap - For Ransom,10,0,0,4,0,0,4,0,10,2,0,2,1,0,6,1
Tamil Nadu,2009,Kidnap - For Ransom,5,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0
Uttar Pradesh,2009,Kidnap - For Ransom,62,0,0,1,1,0,4,2,62,13,2,24,13,1,58,5
Uttarakhand,2009,Kidnap - For Ransom,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
West Bengal,2009,Kidnap - For Ransom,54,0,0,21,0,0,21,0,54,3,2,15,12,1,33,0
Andhra Pradesh,2009,Kidnap - For Revenge,45,5,1,4,0,0,15,5,45,3,1,8,12,0,30,6
Arunachal Pradesh,2009,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Revenge,15,0,0,8,5,0,13,0,15,0,0,0,0,2,2,0
Bihar,2009,Kidnap - For Revenge,8,0,0,0,0,0,0,0,8,0,0,7,1,0,8,0
Chandigarh,2009,Kidnap - For Revenge,3,1,1,1,0,0,3,0,3,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2009,Kidnap - For Revenge,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Gujarat,2009,Kidnap - For Revenge,11,1,1,2,0,0,5,1,12,0,1,2,3,1,7,0
Haryana,2009,Kidnap - For Revenge,27,1,1,3,0,1,6,0,27,0,0,9,11,1,21,0
Himachal Pradesh,2009,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Revenge,4,0,0,1,1,0,2,0,7,0,0,1,4,0,5,0
Jharkhand,2009,Kidnap - For Revenge,12,0,0,3,0,0,3,0,12,0,0,7,2,0,9,0
Karnataka,2009,Kidnap - For Revenge,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Kerala,2009,Kidnap - For Revenge,8,0,0,0,0,0,0,0,8,0,0,4,2,2,8,0
Madhya Pradesh,2009,Kidnap - For Revenge,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Revenge,16,0,1,3,1,0,8,3,18,1,0,6,2,0,10,1
Manipur,2009,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Revenge,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Nagaland,2009,Kidnap - For Revenge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Revenge,13,0,0,6,0,0,6,0,13,0,0,7,0,0,7,0
Punjab,2009,Kidnap - For Revenge,7,0,0,0,1,0,1,0,7,0,0,1,2,1,6,2
Rajasthan,2009,Kidnap - For Revenge,7,0,0,4,0,0,4,0,7,0,0,0,3,0,3,0
Tamil Nadu,2009,Kidnap - For Revenge,5,0,0,1,0,0,1,0,5,0,0,3,1,0,4,0
Uttar Pradesh,2009,Kidnap - For Revenge,117,0,0,8,0,0,8,0,117,0,1,70,36,2,109,0
West Bengal,2009,Kidnap - For Revenge,40,0,3,6,0,0,9,0,40,2,2,14,11,2,31,0
Andhra Pradesh,2009,Kidnap - For Sale,7,1,1,5,0,0,7,0,7,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Sale,11,2,3,6,0,0,11,0,11,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Sale,8,0,4,0,0,0,4,0,8,0,3,1,0,0,4,0
Chandigarh,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Sale,2,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0
Haryana,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2009,Kidnap - For Sale,28,0,0,20,0,0,20,0,28,0,0,8,0,0,8,0
Karnataka,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Sale,2,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0
Manipur,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,Kidnap - For Sale,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Sale,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Sale,163,7,13,135,22,0,177,0,183,1,0,4,1,0,6,0
Andhra Pradesh,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2009,Kidnap - For Selling Bodyparts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Kidnap - For Slavery,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0
Arunachal Pradesh,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Slavery,9,0,0,0,0,0,0,0,9,0,0,3,6,0,9,0
Bihar,2009,Kidnap - For Slavery,5,0,0,0,0,0,0,0,5,0,2,3,0,0,5,0
Chandigarh,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Kidnap - For Slavery,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Haryana,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Slavery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2009,Kidnap - For Slavery,59,0,0,0,0,0,0,0,59,21,21,17,0,0,59,0
West Bengal,2009,Kidnap - For Slavery,22,0,4,10,0,0,14,0,22,0,0,8,0,0,8,0
Andhra Pradesh,2009,Kidnap - For Unlawful Activity,93,2,4,21,15,0,43,1,93,3,5,25,9,6,50,2
Arunachal Pradesh,2009,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Kidnap - For Unlawful Activity,16,0,0,0,0,0,0,0,16,0,0,8,8,0,16,0
Bihar,2009,Kidnap - For Unlawful Activity,379,0,7,0,0,0,12,5,379,16,43,241,56,0,367,11
Chandigarh,2009,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Kidnap - For Unlawful Activity,9,4,0,0,1,0,6,1,9,1,1,1,0,0,3,0
Gujarat,2009,Kidnap - For Unlawful Activity,49,1,0,0,0,0,1,0,49,0,30,13,5,0,48,0
Haryana,2009,Kidnap - For Unlawful Activity,25,0,0,1,1,0,5,3,25,1,1,7,8,1,20,2
Himachal Pradesh,2009,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Kidnap - For Unlawful Activity,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Karnataka,2009,Kidnap - For Unlawful Activity,49,12,0,26,0,0,41,3,49,1,1,2,2,1,8,1
Kerala,2009,Kidnap - For Unlawful Activity,11,1,0,0,0,0,1,0,11,1,0,7,2,0,10,0
Madhya Pradesh,2009,Kidnap - For Unlawful Activity,12,2,8,1,0,0,11,0,12,0,0,0,1,0,1,0
Maharashtra,2009,Kidnap - For Unlawful Activity,22,1,0,1,0,0,2,0,22,0,0,2,15,3,20,0
Manipur,2009,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Kidnap - For Unlawful Activity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Kidnap - For Unlawful Activity,29,2,2,20,0,0,25,1,30,0,1,4,0,0,5,0
Puducherry,2009,Kidnap - For Unlawful Activity,2,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0
Punjab,2009,Kidnap - For Unlawful Activity,5,0,0,0,0,0,0,0,5,0,1,2,2,0,5,0
Rajasthan,2009,Kidnap - For Unlawful Activity,7,0,0,0,0,0,0,0,7,0,0,5,2,0,7,0
Sikkim,2009,Kidnap - For Unlawful Activity,2,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0
Tamil Nadu,2009,Kidnap - For Unlawful Activity,20,0,6,12,0,0,18,0,21,2,0,1,0,0,3,0
West Bengal,2009,Kidnap - For Unlawful Activity,86,4,7,27,1,0,44,5,86,2,5,22,3,5,42,5
Andhra Pradesh,2010,Kidnap - For Adoption,3,0,0,0,0,0,0,0,3,0,0,0,2,0,3,1
Arunachal Pradesh,2010,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2010,Kidnap - For Adoption,6,0,0,0,0,0,0,0,6,2,0,1,2,0,6,1
Chhattisgarh,2010,Kidnap - For Adoption,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0
Delhi,2010,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Goa,2010,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Gujarat,2010,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2010,Kidnap - For Adoption,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
Himachal Pradesh,2010,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Jammu & Kashmir,2010,Kidnap - For Adoption,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0
Jharkhand,2010,Kidnap - For Adoption,12,3,0,6,0,0,9,0,12,0,0,3,0,0,3,0
Karnataka,2010,Kidnap - For Adoption,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Kerala,2010,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Kidnap - For Adoption,23,2,5,16,0,0,23,0,23,0,0,0,0,0,0,0
Maharashtra,2010,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2010,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2010,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Kidnap - For Adoption,22,2,2,1,0,0,6,1,22,1,3,4,7,0,16,1
Odisha,2010,Kidnap - For Adoption,45,0,0,42,3,0,45,0,45,0,0,0,0,0,0,0
Punjab,2010,Kidnap - For Adoption,3,0,0,0,0,0,1,1,3,0,0,0,0,0,2,2
Tamil Nadu,2010,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2010,Kidnap - For Adoption,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
West Bengal,2010,Kidnap - For Adoption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Kidnap - For Begging,3,0,0,0,0,0,0,0,3,1,0,0,1,0,3,1
Arunachal Pradesh,2010,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2010,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Chhattisgarh,2010,Kidnap - For Begging,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Gujarat,2010,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2010,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2010,Kidnap - For Begging,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0
Kerala,2010,Kidnap - For Begging,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Madhya Pradesh,2010,Kidnap - For Begging,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Maharashtra,2010,Kidnap - For Begging,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
Manipur,2010,Kidnap - For Begging,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Meghalaya,2010,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2010,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Kidnap - For Begging,25,0,0,25,0,0,25,0,25,0,0,0,0,0,0,0
Puducherry,2010,Kidnap - For Begging,1,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0
Punjab,2010,Kidnap - For Begging,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Rajasthan,2010,Kidnap - For Begging,3,0,0,0,0,0,2,2,3,0,0,0,0,0,1,1
Tamil Nadu,2010,Kidnap - For Begging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Kidnap - For Begging,18,4,0,2,0,0,6,0,20,12,0,0,0,0,14,2
